id,title,description,price,product_type,specifications
9190002_8,A. G. Russell Forged Italian Made Kitchen Knives Stainless Custom 9 inch,"""These Italian made knives, like those made for us in Germany in the 1970s and 80s, give you the heft, style and quality of traditional forged European style kitchen knives. The blades are a Molybdenum-Vanadium high-carbon stainless that will really hold an edge. The secret of great cutting is not just in the steel but in the way the blades are ground. These are ground VERY thin. They are not the knives to use for chopping bones or frozen food, but are designed to slice and dice all day long.""",60.0 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Blade Material:Stainless,Handle Style:Custom,Size:9 inch"
9190002_9,A. G. Russell Forged Italian Made Kitchen Knives Stainless Plastic 6 inch,"""These Italian made knives, like those made for us in Germany in the 1970s and 80s, give you the heft, style and quality of traditional forged European style kitchen knives. The blades are a Molybdenum-Vanadium high-carbon stainless that will really hold an edge. The secret of great cutting is not just in the steel but in the way the blades are ground. These are ground VERY thin. They are not the knives to use for chopping bones or frozen food, but are designed to slice and dice all day long.""",50.0 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Blade Material:Stainless,Handle Style:Plastic,Size:6 inch"
9190003_1,Orlando Stemware Assorted,Lots of delicate and elegant glasses,39.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,Type:Assortment
9190003_2,Orlando Stemware Martini,Lots of delicate and elegant glasses,49.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,Type:Martini
9190003_3,Orlando Stemware Snifter,Lots of delicate and elegant glasses,59.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,Type:Snifter
9190003_4,Orlando Stemware Tumbler,Lots of delicate and elegant glasses,29.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,Type:Tumblers
9190003_5,Orlando Stemware Wine,Lots of delicate and elegant glasses,69.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,Type:Wine
9190004_1,Lodge Seasoned Cast Iron Skillets 8in X 2 in,"""The Lodge Cast Iron 12-inch Skillet is a multi-functional cookware that works wonders with slow-cooking recipes and all your favorite foods. Made of cast iron, this Skillet evenly distributes heat from the bottom through the sidewalls. Cast Iron, like your grandmother used, still ranks as one of the best cooking utensils ever made. It gives you a nearly non-stick surface, without the possible harmful fumes generated by preheating chemically treated nonstick cookware. The American-based company, Lodge, has been fine-tuning its construction of rugged, cast-iron cookware for more than a century.""",22.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Diameter:8 inch,Depth:2 inch"
9190004_10,Lodge Seasoned Cast Iron Skillets 13in X 3 in,"""The Lodge Cast Iron 12-inch Skillet is a multi-functional cookware that works wonders with slow-cooking recipes and all your favorite foods. Made of cast iron, this Skillet evenly distributes heat from the bottom through the sidewalls. Cast Iron, like your grandmother used, still ranks as one of the best cooking utensils ever made. It gives you a nearly non-stick surface, without the possible harmful fumes generated by preheating chemically treated nonstick cookware. The American-based company, Lodge, has been fine-tuning its construction of rugged, cast-iron cookware for more than a century.""",44.95 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Diameter:13 inch,Depth:3 inch"
9190004_2,Lodge Seasoned Cast Iron Skillets 8in X 3 in,"""The Lodge Cast Iron 12-inch Skillet is a multi-functional cookware that works wonders with slow-cooking recipes and all your favorite foods. Made of cast iron, this Skillet evenly distributes heat from the bottom through the sidewalls. Cast Iron, like your grandmother used, still ranks as one of the best cooking utensils ever made. It gives you a nearly non-stick surface, without the possible harmful fumes generated by preheating chemically treated nonstick cookware. The American-based company, Lodge, has been fine-tuning its construction of rugged, cast-iron cookware for more than a century.""",22.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Diameter:8 inch,Depth:3 inch"
9190004_3,Lodge Seasoned Cast Iron Skillets 9in X 2 in,"""The Lodge Cast Iron 12-inch Skillet is a multi-functional cookware that works wonders with slow-cooking recipes and all your favorite foods. Made of cast iron, this Skillet evenly distributes heat from the bottom through the sidewalls. Cast Iron, like your grandmother used, still ranks as one of the best cooking utensils ever made. It gives you a nearly non-stick surface, without the possible harmful fumes generated by preheating chemically treated nonstick cookware. The American-based company, Lodge, has been fine-tuning its construction of rugged, cast-iron cookware for more than a century.""",25.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Diameter:9 inch,Depth:2 inch"
9190004_4,Lodge Seasoned Cast Iron Skillets 9in X 3 in,"""The Lodge Cast Iron 12-inch Skillet is a multi-functional cookware that works wonders with slow-cooking recipes and all your favorite foods. Made of cast iron, this Skillet evenly distributes heat from the bottom through the sidewalls. Cast Iron, like your grandmother used, still ranks as one of the best cooking utensils ever made. It gives you a nearly non-stick surface, without the possible harmful fumes generated by preheating chemically treated nonstick cookware. The American-based company, Lodge, has been fine-tuning its construction of rugged, cast-iron cookware for more than a century.""",25.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Diameter:9 inch,Depth:3 inch"
9190004_5,Lodge Seasoned Cast Iron Skillets 10in X 2 in,"""The Lodge Cast Iron 12-inch Skillet is a multi-functional cookware that works wonders with slow-cooking recipes and all your favorite foods. Made of cast iron, this Skillet evenly distributes heat from the bottom through the sidewalls. Cast Iron, like your grandmother used, still ranks as one of the best cooking utensils ever made. It gives you a nearly non-stick surface, without the possible harmful fumes generated by preheating chemically treated nonstick cookware. The American-based company, Lodge, has been fine-tuning its construction of rugged, cast-iron cookware for more than a century.""",28.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Diameter:10 inch,Depth:2 inch"
9190004_6,Lodge Seasoned Cast Iron Skillets 10in X 3 in,"""The Lodge Cast Iron 12-inch Skillet is a multi-functional cookware that works wonders with slow-cooking recipes and all your favorite foods. Made of cast iron, this Skillet evenly distributes heat from the bottom through the sidewalls. Cast Iron, like your grandmother used, still ranks as one of the best cooking utensils ever made. It gives you a nearly non-stick surface, without the possible harmful fumes generated by preheating chemically treated nonstick cookware. The American-based company, Lodge, has been fine-tuning its construction of rugged, cast-iron cookware for more than a century.""",35.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Diameter:10 inch,Depth:3 inch"
9190004_7,Lodge Seasoned Cast Iron Skillets 12in X 2 in,"""The Lodge Cast Iron 12-inch Skillet is a multi-functional cookware that works wonders with slow-cooking recipes and all your favorite foods. Made of cast iron, this Skillet evenly distributes heat from the bottom through the sidewalls. Cast Iron, like your grandmother used, still ranks as one of the best cooking utensils ever made. It gives you a nearly non-stick surface, without the possible harmful fumes generated by preheating chemically treated nonstick cookware. The American-based company, Lodge, has been fine-tuning its construction of rugged, cast-iron cookware for more than a century.""",38.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Diameter:12 inch,Depth:2 inch"
9190004_8,Lodge Seasoned Cast Iron Skillets 12in X 3 in,"""The Lodge Cast Iron 12-inch Skillet is a multi-functional cookware that works wonders with slow-cooking recipes and all your favorite foods. Made of cast iron, this Skillet evenly distributes heat from the bottom through the sidewalls. Cast Iron, like your grandmother used, still ranks as one of the best cooking utensils ever made. It gives you a nearly non-stick surface, without the possible harmful fumes generated by preheating chemically treated nonstick cookware. The American-based company, Lodge, has been fine-tuning its construction of rugged, cast-iron cookware for more than a century.""",29.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Diameter:12 inch,Depth:3 inch"
9190004_9,Lodge Seasoned Cast Iron Skillets 13in X 2 in,"""The Lodge Cast Iron 12-inch Skillet is a multi-functional cookware that works wonders with slow-cooking recipes and all your favorite foods. Made of cast iron, this Skillet evenly distributes heat from the bottom through the sidewalls. Cast Iron, like your grandmother used, still ranks as one of the best cooking utensils ever made. It gives you a nearly non-stick surface, without the possible harmful fumes generated by preheating chemically treated nonstick cookware. The American-based company, Lodge, has been fine-tuning its construction of rugged, cast-iron cookware for more than a century.""",32.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Diameter:13 inch,Depth:2 inch"
9190005_1,Calphalon 8-Piece Cookware Set Gray,"""Hard Porcelain Enamel Nonstick Cookware Set, 12-Piece, Agave Blue. Rachael Ray Cucina Cookware features rustic, modern color, functionality and design to enhance mealtime warmth and hospitality, It includes two covered saucepans (1-qt/ 3-qt), one 6-qt covered stockpot, two skillets (8-in/10-in), and one 3-qt covered saute pan""",169.97 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Designer:Calphalon,Color:Gray,Pieces:8 piece"
9190005_2,Calphalon 9-Piece Cookware Set,"""Hard Porcelain Enamel Nonstick Cookware Set, 12-Piece, Agave Blue. Rachael Ray Cucina Cookware features rustic, modern color, functionality and design to enhance mealtime warmth and hospitality, It includes two covered saucepans (1-qt/ 3-qt), one 6-qt covered stockpot, two skillets (8-in/10-in), and one 3-qt covered saute pan""",179.97 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Designer:Calphalon,Color:Gray,Pieces:9 piece"
9190005_3,Calphalon 10-Piece Cookware Set,"""Hard Porcelain Enamel Nonstick Cookware Set, 12-Piece, Agave Blue. Rachael Ray Cucina Cookware features rustic, modern color, functionality and design to enhance mealtime warmth and hospitality, It includes two covered saucepans (1-qt/ 3-qt), one 6-qt covered stockpot, two skillets (8-in/10-in), and one 3-qt covered saute pan""",189.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Designer:Calphalon,Color:Gray,Pieces:10 piece"
9190005_4,Rachel Ray Cucina 12-Piece Cookware Set Blue,"""Hard Porcelain Enamel Nonstick Cookware Set, 12-Piece, Agave Blue. Rachael Ray Cucina Cookware features rustic, modern color, functionality and design to enhance mealtime warmth and hospitality, It includes two covered saucepans (1-qt/ 3-qt), one 6-qt covered stockpot, two skillets (8-in/10-in), and one 3-qt covered saute pan""",199.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Designer:Rachelray,Color:Blue,Pieces:12 piece"
9190005_5,Rachel Ray Cucina 12-Piece Cookware Set Red,"""Hard Porcelain Enamel Nonstick Cookware Set, 12-Piece, Agave Blue. Rachael Ray Cucina Cookware features rustic, modern color, functionality and design to enhance mealtime warmth and hospitality, It includes two covered saucepans (1-qt/ 3-qt), one 6-qt covered stockpot, two skillets (8-in/10-in), and one 3-qt covered saute pan""",199.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Designer:Rachelray,Color:Red,Pieces:12 piece"
9190005_6,Rachel Ray Cucina 12-Piece Cookware Set Teal,"""Hard Porcelain Enamel Nonstick Cookware Set, 12-Piece, Agave Blue. Rachael Ray Cucina Cookware features rustic, modern color, functionality and design to enhance mealtime warmth and hospitality, It includes two covered saucepans (1-qt/ 3-qt), one 6-qt covered stockpot, two skillets (8-in/10-in), and one 3-qt covered saute pan""",199.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Designer:Rachelray,Color:Teal,Pieces:12 piece"
9190005_7,T Fal 12-Piece Cookware Set Gray,"""Hard Porcelain Enamel Nonstick Cookware Set, 12-Piece, Agave Blue. Rachael Ray Cucina Cookware features rustic, modern color, functionality and design to enhance mealtime warmth and hospitality, It includes two covered saucepans (1-qt/ 3-qt), one 6-qt covered stockpot, two skillets (8-in/10-in), and one 3-qt covered saute pan""",169.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Designer:Tfal,Color:Gray,Pieces:12 piece"
9190005_8,T Fal 12-Piece Cookware Set Red,"""Hard Porcelain Enamel Nonstick Cookware Set, 12-Piece, Agave Blue. Rachael Ray Cucina Cookware features rustic, modern color, functionality and design to enhance mealtime warmth and hospitality, It includes two covered saucepans (1-qt/ 3-qt), one 6-qt covered stockpot, two skillets (8-in/10-in), and one 3-qt covered saute pan""",169.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Designer:Tfal,Color:Red,Pieces:12 piece"
9190005_9,T Fal 18-Piece Cookware Set Red,"""Hard Porcelain Enamel Nonstick Cookware Set, 12-Piece, Agave Blue. Rachael Ray Cucina Cookware features rustic, modern color, functionality and design to enhance mealtime warmth and hospitality, It includes two covered saucepans (1-qt/ 3-qt), one 6-qt covered stockpot, two skillets (8-in/10-in), and one 3-qt covered saute pan""",199.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Designer:Tfal,Color:Red,Pieces:18 piece"
9190006_1,Cuppone Tiziano Pizza Oven Wooden 54W X 46D Single,"""Available in 10 different variations, this electric oven is easy to use and due to the small footprint when space is an issue, it is extremely popular with bars, takeaways and small cafes. Like every pizza oven in the Cuppone range the Tiziano has a stone cooking base which guarantees authentic Italian pizza cooking. Both the top and bottom elements are independently controlled and food can be checked on through the panoramic glass doors.""",1021.38 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Deck:Single,Material:Wooden,Width:54 inch,Depth:46 inch"
9190006_2,Cuppone Tiziano Pizza Oven Wooden 36W X 62D Single,"""Available in 10 different variations, this electric oven is easy to use and due to the small footprint when space is an issue, it is extremely popular with bars, takeaways and small cafes. Like every pizza oven in the Cuppone range the Tiziano has a stone cooking base which guarantees authentic Italian pizza cooking. Both the top and bottom elements are independently controlled and food can be checked on through the panoramic glass doors.""",1221.38 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Deck:Single,Material:Wooden,Width:36 inch,Depth:62 inch"
9190006_3,Cuppone Tiziano Pizza Oven Wooden 20W X 37D Single,"""Available in 10 different variations, this electric oven is easy to use and due to the small footprint when space is an issue, it is extremely popular with bars, takeaways and small cafes. Like every pizza oven in the Cuppone range the Tiziano has a stone cooking base which guarantees authentic Italian pizza cooking. Both the top and bottom elements are independently controlled and food can be checked on through the panoramic glass doors.""",1441.38 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Deck:Single,Material:Wooden,Width:20 inch,Depth:37 inch"
9190006_4,Cuppone Tiziano Pizza Oven Gas 60W X 36D Single,"""Available in 10 different variations, this electric oven is easy to use and due to the small footprint when space is an issue, it is extremely popular with bars, takeaways and small cafes. Like every pizza oven in the Cuppone range the Tiziano has a stone cooking base which guarantees authentic Italian pizza cooking. Both the top and bottom elements are independently controlled and food can be checked on through the panoramic glass doors.""",1399.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Deck:Single,Material:Gas,Width:60 inch,Depth:36 inch"
9190006_5,Cuppone Tiziano Pizza Oven Gas 60W X 36D Double,"""Available in 10 different variations, this electric oven is easy to use and due to the small footprint when space is an issue, it is extremely popular with bars, takeaways and small cafes. Like every pizza oven in the Cuppone range the Tiziano has a stone cooking base which guarantees authentic Italian pizza cooking. Both the top and bottom elements are independently controlled and food can be checked on through the panoramic glass doors.""",1699.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Deck:Double,Material:Gas,Width:60 inch,Depth:36 inch"
9190006_6,Cuppone Tiziano Pizza Oven Gas 36W X 36D Triple,"""Available in 10 different variations, this electric oven is easy to use and due to the small footprint when space is an issue, it is extremely popular with bars, takeaways and small cafes. Like every pizza oven in the Cuppone range the Tiziano has a stone cooking base which guarantees authentic Italian pizza cooking. Both the top and bottom elements are independently controlled and food can be checked on through the panoramic glass doors.""",2041.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Deck:Triple,Material:Gas,Width:36 inch,Depth:36 inch"
9190006_7,Cuppone Tiziano Pizza Oven Electric 56W X 36D Double,"""Available in 10 different variations, this electric oven is easy to use and due to the small footprint when space is an issue, it is extremely popular with bars, takeaways and small cafes. Like every pizza oven in the Cuppone range the Tiziano has a stone cooking base which guarantees authentic Italian pizza cooking. Both the top and bottom elements are independently controlled and food can be checked on through the panoramic glass doors.""",1225.99 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Deck:Double,Material:Electric,Width:56 inch,Depth:36 inch"
9190006_8,Cuppone Tiziano Pizza Oven Electric 31W X 14D Single,"""Available in 10 different variations, this electric oven is easy to use and due to the small footprint when space is an issue, it is extremely popular with bars, takeaways and small cafes. Like every pizza oven in the Cuppone range the Tiziano has a stone cooking base which guarantees authentic Italian pizza cooking. Both the top and bottom elements are independently controlled and food can be checked on through the panoramic glass doors.""",1019.95 USD,Open Catalogue > Restaurant > Hearthstone Top Picks,"Deck:Single,Material:Electric,Width:31 inch,Depth:14 inch"
9190021_1,Grosfillex Barstool,"""This barstool is an 18 3/4in. wide, Krystal stacking resin barstool from Grosfillex with a backrest and aluminum legs. The back and seat of this stacking barstool is a crystal clear polymer that complements wood decors as well as modern furnishings.""",119.99 USD,Open Catalogue > Restaurant > Furniture,"Design:Full,Color:Blue"
9190021_2,Grosfillex Barstool,"""This barstool is an 18 3/4in. wide, Krystal stacking resin barstool from Grosfillex with a backrest and aluminum legs. The back and seat of this stacking barstool is a crystal clear polymer that complements wood decors as well as modern furnishings.""",119.99 USD,Open Catalogue > Restaurant > Furniture,"Design:Full,Color:Red"
9190021_3,Grosfillex Barstool,"""This barstool is an 18 3/4in. wide, Krystal stacking resin barstool from Grosfillex with a backrest and aluminum legs. The back and seat of this stacking barstool is a crystal clear polymer that complements wood decors as well as modern furnishings.""",119.99 USD,Open Catalogue > Restaurant > Furniture,"Design:Full,Color:Gray"
9190021_4,Grosfillex Barstool,"""This barstool is an 18 3/4in. wide, Krystal stacking resin barstool from Grosfillex with a backrest and aluminum legs. The back and seat of this stacking barstool is a crystal clear polymer that complements wood decors as well as modern furnishings.""",119.99 USD,Open Catalogue > Restaurant > Furniture,"Design:Full,Color:Yellow"
9190021_5,Grosfillex Barstool,"""This barstool is an 18 3/4in. wide, Krystal stacking resin barstool from Grosfillex with a backrest and aluminum legs. The back and seat of this stacking barstool is a crystal clear polymer that complements wood decors as well as modern furnishings.""",149.5 USD,Open Catalogue > Restaurant > Furniture,"Design:Meshback,Color:Black"
9190021_6,Grosfillex Barstool,"""This barstool is an 18 3/4in. wide, Krystal stacking resin barstool from Grosfillex with a backrest and aluminum legs. The back and seat of this stacking barstool is a crystal clear polymer that complements wood decors as well as modern furnishings.""",149.5 USD,Open Catalogue > Restaurant > Furniture,"Design:Meshback,Color:Gray"
